[NO1-A-1045HR-0C]
[Specimen: 1]
[Channel: 1]

[Calculated Data]

Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s],Voltage Ch1 [mV]
1263,-1.160000,-204.361226,-1.744039
1264,-1.158000,-221.753671,-1.892468
1265,-1.156000,-224.652412,-1.917206
1266,-1.154000,-198.563745,-1.694562
1267,-1.152000,-178.272559,-1.521395
1268,-1.150000,-169.576337,-1.447181
1269,-1.148000,-186.968782,-1.595610
1270,-1.146000,-198.563745,-1.694562
1271,-1.144000,-227.551153,-1.941944
1272,-1.142000,-227.551153,-1.941944
1273,-1.140000,-198.563745,-1.694562
1274,-1.138000,-178.272559,-1.521395
1275,-1.136000,-172.475078,-1.471919
1276,-1.134000,-181.171300,-1.546134
1277,-1.132000,-195.665004,-1.669824
1278,-1.130000,-215.956190,-1.842991
1279,-1.128000,-213.057449,-1.818253
1280,-1.126000,-213.057449,-1.818253
1281,-1.124000,-192.766263,-1.645086
1282,-1.122000,-172.475078,-1.471919
1283,-1.120000,-184.070041,-1.570872
1284,-1.118000,-181.171300,-1.546134
1285,-1.116000,-204.361226,-1.744039
1286,-1.114000,-218.854930,-1.867729
1287,-1.112000,-218.854930,-1.867729
1288,-1.110000,-207.259967,-1.768777
1289,-1.108000,-204.361226,-1.744039
1290,-1.106000,-186.968782,-1.595610
1291,-1.104000,-166.677596,-1.422443
1292,-1.102000,-181.171300,-1.546134
1293,-1.100000,-204.361226,-1.744039
1294,-1.098000,-233.348634,-1.991420
1295,-1.096000,-239.146116,-2.040896
1296,-1.094000,-224.652412,-1.917206
1297,-1.092000,-198.563745,-1.694562
1298,-1.090000,-178.272559,-1.521395
1299,-1.088000,-160.880114,-1.372967
1300,-1.086000,-166.677596,-1.422443
1301,-1.084000,-186.968782,-1.595610
1302,-1.082000,-224.652412,-1.917206
1303,-1.080000,-230.449894,-1.966682
1304,-1.078000,-215.956190,-1.842991
1305,-1.076000,-198.563745,-1.694562
1306,-1.074000,-195.665004,-1.669824
1307,-1.072000,-184.070041,-1.570872
1308,-1.070000,-175.373818,-1.496657
1309,-1.068000,-198.563745,-1.694562
1310,-1.066000,-201.462486,-1.719301
1311,-1.064000,-230.449894,-1.966682
1312,-1.062000,-215.956190,-1.842991
1313,-1.060000,-207.259967,-1.768777
1314,-1.058000,-192.766263,-1.645086
1315,-1.056000,-184.070041,-1.570872
1316,-1.054000,-186.968782,-1.595610
1317,-1.052000,-207.259967,-1.768777
1318,-1.050000,-215.956190,-1.842991
1319,-1.048000,-210.158708,-1.793515
1320,-1.046000,-215.956190,-1.842991
1321,-1.044000,-201.462486,-1.719301
1322,-1.042000,-198.563745,-1.694562
1323,-1.040000,-184.070041,-1.570872
1324,-1.038000,-192.766263,-1.645086
1325,-1.036000,-189.867522,-1.620348
1326,-1.034000,-189.867522,-1.620348
1327,-1.032000,-184.070041,-1.570872
1328,-1.030000,-172.475078,-1.471919
1329,-1.028000,-189.867522,-1.620348
1330,-1.026000,-195.665004,-1.669824
1331,-1.024000,-227.551153,-1.941944
1332,-1.022000,-221.753671,-1.892468
1333,-1.020000,-221.753671,-1.892468
1334,-1.018000,-195.665004,-1.669824
1335,-1.016000,-163.778855,-1.397705
1336,-1.014000,-181.171300,-1.546134
1337,-1.012000,-184.070041,-1.570872
1338,-1.010000,-201.462486,-1.719301
1339,-1.008000,-207.259967,-1.768777
1340,-1.006000,-207.259967,-1.768777
1341,-1.004000,-201.462486,-1.719301
1342,-1.002000,-192.766263,-1.645086
1343,-1.000000,-192.766263,-1.645086
1344,-0.998000,-189.867522,-1.620348
1345,-0.996000,-184.070041,-1.570872
1346,-0.994000,-184.070041,-1.570872
1347,-0.992000,-186.968782,-1.595610
1348,-0.990000,-207.259967,-1.768777
1349,-0.988000,-213.057449,-1.818253
1350,-0.986000,-221.753671,-1.892468
1351,-0.984000,-207.259967,-1.768777
1352,-0.982000,-204.361226,-1.744039
1353,-0.980000,-204.361226,-1.744039
1354,-0.978000,-207.259967,-1.768777
1355,-0.976000,-201.462486,-1.719301
1356,-0.974000,-204.361226,-1.744039
1357,-0.972000,-189.867522,-1.620348
1358,-0.970000,-192.766263,-1.645086
1359,-0.968000,-186.968782,-1.595610
1360,-0.966000,-184.070041,-1.570872
1361,-0.964000,-192.766263,-1.645086
1362,-0.962000,-192.766263,-1.645086
1363,-0.960000,-204.361226,-1.744039
1364,-0.958000,-213.057449,-1.818253
1365,-0.956000,-213.057449,-1.818253
1366,-0.954000,-198.563745,-1.694562
1367,-0.952000,-186.968782,-1.595610
1368,-0.950000,-184.070041,-1.570872
1369,-0.948000,-189.867522,-1.620348
1370,-0.946000,-213.057449,-1.818253
1371,-0.944000,-215.956190,-1.842991
1372,-0.942000,-213.057449,-1.818253
1373,-0.940000,-189.867522,-1.620348
1374,-0.938000,-178.272559,-1.521395
1375,-0.936000,-186.968782,-1.595610
1376,-0.934000,-186.968782,-1.595610
1377,-0.932000,-201.462486,-1.719301
1378,-0.930000,-213.057449,-1.818253
1379,-0.928000,-218.854930,-1.867729
1380,-0.926000,-207.259967,-1.768777
1381,-0.924000,-192.766263,-1.645086
1382,-0.922000,-166.677596,-1.422443
1383,-0.920000,-175.373818,-1.496657
1384,-0.918000,-181.171300,-1.546134
1385,-0.916000,-201.462486,-1.719301
1386,-0.914000,-218.854930,-1.867729
1387,-0.912000,-218.854930,-1.867729
1388,-0.910000,-215.956190,-1.842991
1389,-0.908000,-186.968782,-1.595610
1390,-0.906000,-172.475078,-1.471919
1391,-0.904000,-172.475078,-1.471919
1392,-0.902000,-201.462486,-1.719301
1393,-0.900000,-236.247375,-2.016158
1394,-0.898000,-247.842338,-2.115111
1395,-0.896000,-244.943598,-2.090373
1396,-0.894000,-207.259967,-1.768777
1397,-0.892000,-175.373818,-1.496657
1398,-0.890000,-152.183892,-1.298752
1399,-0.888000,-181.171300,-1.546134
1400,-0.886000,-207.259967,-1.768777
1401,-0.884000,-224.652412,-1.917206
1402,-0.882000,-227.551153,-1.941944
1403,-0.880000,-198.563745,-1.694562
1404,-0.878000,-195.665004,-1.669824
1405,-0.876000,-178.272559,-1.521395
1406,-0.874000,-192.766263,-1.645086
1407,-0.872000,-195.665004,-1.669824
1408,-0.870000,-204.361226,-1.744039
1409,-0.868000,-207.259967,-1.768777
1410,-0.866000,-204.361226,-1.744039
1411,-0.864000,-207.259967,-1.768777
1412,-0.862000,-195.665004,-1.669824
1413,-0.860000,-195.665004,-1.669824
1414,-0.858000,-186.968782,-1.595610
1415,-0.856000,-189.867522,-1.620348
1416,-0.854000,-198.563745,-1.694562
1417,-0.852000,-213.057449,-1.818253
1418,-0.850000,-215.956190,-1.842991
1419,-0.848000,-215.956190,-1.842991
1420,-0.846000,-189.867522,-1.620348
1421,-0.844000,-184.070041,-1.570872
1422,-0.842000,-175.373818,-1.496657
1423,-0.840000,-186.968782,-1.595610
1424,-0.838000,-201.462486,-1.719301
1425,-0.836000,-210.158708,-1.793515
1426,-0.834000,-201.462486,-1.719301
1427,-0.832000,-186.968782,-1.595610
1428,-0.830000,-189.867522,-1.620348
1429,-0.828000,-189.867522,-1.620348
1430,-0.826000,-198.563745,-1.694562
1431,-0.824000,-195.665004,-1.669824
1432,-0.822000,-198.563745,-1.694562
1433,-0.820000,-204.361226,-1.744039
1434,-0.818000,-204.361226,-1.744039
1435,-0.816000,-210.158708,-1.793515
1436,-0.814000,-195.665004,-1.669824
1437,-0.812000,-207.259967,-1.768777
1438,-0.810000,-198.563745,-1.694562
1439,-0.808000,-207.259967,-1.768777
1440,-0.806000,-204.361226,-1.744039
1441,-0.804000,-192.766263,-1.645086
1442,-0.802000,-184.070041,-1.570872
1443,-0.800000,-192.766263,-1.645086
1444,-0.798000,-201.462486,-1.719301
1445,-0.796000,-204.361226,-1.744039
1446,-0.794000,-210.158708,-1.793515
1447,-0.792000,-207.259967,-1.768777
1448,-0.790000,-207.259967,-1.768777
1449,-0.788000,-218.854930,-1.867729
1450,-0.786000,-218.854930,-1.867729
1451,-0.784000,-213.057449,-1.818253
1452,-0.782000,-192.766263,-1.645086
1453,-0.780000,-175.373818,-1.496657
1454,-0.778000,-178.272559,-1.521395
1455,-0.776000,-189.867522,-1.620348
1456,-0.774000,-201.462486,-1.719301
1457,-0.772000,-218.854930,-1.867729
1458,-0.770000,-201.462486,-1.719301
1459,-0.768000,-189.867522,-1.620348
1460,-0.766000,-189.867522,-1.620348
1461,-0.764000,-181.171300,-1.546134
1462,-0.762000,-181.171300,-1.546134
1463,-0.760000,-186.968782,-1.595610
1464,-0.758000,-207.259967,-1.768777
1465,-0.756000,-207.259967,-1.768777
1466,-0.754000,-210.158708,-1.793515
1467,-0.752000,-195.665004,-1.669824
1468,-0.750000,-186.968782,-1.595610
1469,-0.748000,-181.171300,-1.546134
1470,-0.746000,-181.171300,-1.546134
1471,-0.744000,-204.361226,-1.744039
1472,-0.742000,-204.361226,-1.744039
1473,-0.740000,-207.259967,-1.768777
1474,-0.738000,-201.462486,-1.719301
1475,-0.736000,-184.070041,-1.570872
1476,-0.734000,-184.070041,-1.570872
1477,-0.732000,-186.968782,-1.595610
1478,-0.730000,-195.665004,-1.669824
1479,-0.728000,-198.563745,-1.694562
1480,-0.726000,-207.259967,-1.768777
1481,-0.724000,-201.462486,-1.719301
1482,-0.722000,-201.462486,-1.719301
1483,-0.720000,-195.665004,-1.669824
1484,-0.718000,-195.665004,-1.669824
1485,-0.716000,-198.563745,-1.694562
1486,-0.714000,-213.057449,-1.818253
1487,-0.712000,-218.854930,-1.867729
1488,-0.710000,-210.158708,-1.793515
1489,-0.708000,-195.665004,-1.669824
1490,-0.706000,-192.766263,-1.645086
1491,-0.704000,-178.272559,-1.521395
1492,-0.702000,-192.766263,-1.645086
1493,-0.700000,-204.361226,-1.744039
1494,-0.698000,-204.361226,-1.744039
1495,-0.696000,-189.867522,-1.620348
1496,-0.694000,-204.361226,-1.744039
1497,-0.692000,-181.171300,-1.546134
1498,-0.690000,-186.968782,-1.595610
1499,-0.688000,-207.259967,-1.768777
1500,-0.686000,-207.259967,-1.768777
1501,-0.684000,-218.854930,-1.867729
1502,-0.682000,-195.665004,-1.669824
1503,-0.680000,-184.070041,-1.570872
1504,-0.678000,-178.272559,-1.521395
1505,-0.676000,-178.272559,-1.521395
1506,-0.674000,-195.665004,-1.669824
1507,-0.672000,-198.563745,-1.694562
1508,-0.670000,-218.854930,-1.867729
1509,-0.668000,-213.057449,-1.818253
1510,-0.666000,-198.563745,-1.694562
1511,-0.664000,-192.766263,-1.645086
1512,-0.662000,-178.272559,-1.521395
1513,-0.660000,-186.968782,-1.595610
1514,-0.658000,-186.968782,-1.595610
1515,-0.656000,-204.361226,-1.744039
1516,-0.654000,-207.259967,-1.768777
1517,-0.652000,-213.057449,-1.818253
1518,-0.650000,-204.361226,-1.744039
1519,-0.648000,-207.259967,-1.768777
1520,-0.646000,-189.867522,-1.620348
1521,-0.644000,-189.867522,-1.620348
1522,-0.642000,-195.665004,-1.669824
1523,-0.640000,-195.665004,-1.669824
1524,-0.638000,-218.854930,-1.867729
1525,-0.636000,-224.652412,-1.917206
1526,-0.634000,-207.259967,-1.768777
1527,-0.632000,-186.968782,-1.595610
1528,-0.630000,-172.475078,-1.471919
1529,-0.628000,-178.272559,-1.521395
1530,-0.626000,-186.968782,-1.595610
1531,-0.624000,-213.057449,-1.818253
1532,-0.622000,-230.449894,-1.966682
1533,-0.620000,-227.551153,-1.941944
1534,-0.618000,-201.462486,-1.719301
1535,-0.616000,-178.272559,-1.521395
1536,-0.614000,-169.576337,-1.447181
1537,-0.612000,-186.968782,-1.595610
1538,-0.610000,-201.462486,-1.719301
1539,-0.608000,-213.057449,-1.818253
1540,-0.606000,-210.158708,-1.793515
1541,-0.604000,-195.665004,-1.669824
1542,-0.602000,-195.665004,-1.669824
1543,-0.600000,-192.766263,-1.645086
1544,-0.598000,-195.665004,-1.669824
1545,-0.596000,-192.766263,-1.645086
1546,-0.594000,-184.070041,-1.570872
1547,-0.592000,-178.272559,-1.521395
1548,-0.590000,-201.462486,-1.719301
1549,-0.588000,-207.259967,-1.768777
1550,-0.586000,-218.854930,-1.867729
1551,-0.584000,-204.361226,-1.744039
1552,-0.582000,-204.361226,-1.744039
1553,-0.580000,-192.766263,-1.645086
1554,-0.578000,-192.766263,-1.645086
1555,-0.576000,-198.563745,-1.694562
1556,-0.574000,-201.462486,-1.719301
1557,-0.572000,-207.259967,-1.768777
1558,-0.570000,-201.462486,-1.719301
1559,-0.568000,-204.361226,-1.744039
1560,-0.566000,-195.665004,-1.669824
1561,-0.564000,-201.462486,-1.719301
1562,-0.562000,-198.563745,-1.694562
1563,-0.560000,-198.563745,-1.694562
1564,-0.558000,-175.373818,-1.496657
1565,-0.556000,-192.766263,-1.645086
1566,-0.554000,-201.462486,-1.719301
1567,-0.552000,-204.361226,-1.744039
1568,-0.550000,-198.563745,-1.694562
1569,-0.548000,-195.665004,-1.669824
1570,-0.546000,-192.766263,-1.645086
1571,-0.544000,-184.070041,-1.570872
1572,-0.542000,-184.070041,-1.570872
1573,-0.540000,-186.968782,-1.595610
1574,-0.538000,-198.563745,-1.694562
1575,-0.536000,-215.956190,-1.842991
1576,-0.534000,-213.057449,-1.818253
1577,-0.532000,-210.158708,-1.793515
1578,-0.530000,-192.766263,-1.645086
1579,-0.528000,-186.968782,-1.595610
1580,-0.526000,-192.766263,-1.645086
1581,-0.524000,-207.259967,-1.768777
1582,-0.522000,-204.361226,-1.744039
1583,-0.520000,-204.361226,-1.744039
1584,-0.518000,-201.462486,-1.719301
1585,-0.516000,-189.867522,-1.620348
1586,-0.514000,-184.070041,-1.570872
1587,-0.512000,-169.576337,-1.447181
1588,-0.510000,-175.373818,-1.496657
1589,-0.508000,-195.665004,-1.669824
1590,-0.506000,-230.449894,-1.966682
1591,-0.504000,-224.652412,-1.917206
1592,-0.502000,-213.057449,-1.818253
1593,-0.500000,-186.968782,-1.595610
1594,-0.498000,-172.475078,-1.471919
1595,-0.496000,-166.677596,-1.422443
1596,-0.494000,-184.070041,-1.570872
1597,-0.492000,-210.158708,-1.793515
1598,-0.490000,-221.753671,-1.892468
1599,-0.488000,-221.753671,-1.892468
1600,-0.486000,-201.462486,-1.719301
1601,-0.484000,-178.272559,-1.521395
1602,-0.482000,-172.475078,-1.471919
1603,-0.480000,-175.373818,-1.496657
1604,-0.478000,-195.665004,-1.669824
1605,-0.476000,-210.158708,-1.793515
1606,-0.474000,-227.551153,-1.941944
1607,-0.472000,-224.652412,-1.917206
1608,-0.470000,-204.361226,-1.744039
1609,-0.468000,-184.070041,-1.570872
1610,-0.466000,-175.373818,-1.496657
1611,-0.464000,-195.665004,-1.669824
1612,-0.462000,-201.462486,-1.719301
1613,-0.460000,-215.956190,-1.842991
1614,-0.458000,-213.057449,-1.818253
1615,-0.456000,-213.057449,-1.818253
1616,-0.454000,-181.171300,-1.546134
1617,-0.452000,-189.867522,-1.620348
1618,-0.450000,-186.968782,-1.595610
1619,-0.448000,-195.665004,-1.669824
1620,-0.446000,-204.361226,-1.744039
1621,-0.444000,-201.462486,-1.719301
1622,-0.442000,-198.563745,-1.694562
1623,-0.440000,-198.563745,-1.694562
1624,-0.438000,-201.462486,-1.719301
1625,-0.436000,-198.563745,-1.694562
1626,-0.434000,-201.462486,-1.719301
1627,-0.432000,-192.766263,-1.645086
1628,-0.430000,-198.563745,-1.694562
1629,-0.428000,-204.361226,-1.744039
1630,-0.426000,-201.462486,-1.719301
1631,-0.424000,-201.462486,-1.719301
1632,-0.422000,-201.462486,-1.719301
1633,-0.420000,-213.057449,-1.818253
1634,-0.418000,-192.766263,-1.645086
1635,-0.416000,-198.563745,-1.694562
1636,-0.414000,-192.766263,-1.645086
1637,-0.412000,-195.665004,-1.669824
1638,-0.410000,-184.070041,-1.570872
1639,-0.408000,-195.665004,-1.669824
1640,-0.406000,-213.057449,-1.818253
1641,-0.404000,-215.956190,-1.842991
1642,-0.402000,-207.259967,-1.768777
1643,-0.400000,-184.070041,-1.570872
1644,-0.398000,-166.677596,-1.422443
1645,-0.396000,-157.981374,-1.348229
1646,-0.394000,-184.070041,-1.570872
1647,-0.392000,-198.563745,-1.694562
1648,-0.390000,-207.259967,-1.768777
1649,-0.388000,-204.361226,-1.744039
1650,-0.386000,-189.867522,-1.620348
1651,-0.384000,-186.968782,-1.595610
1652,-0.382000,-192.766263,-1.645086
1653,-0.380000,-195.665004,-1.669824
1654,-0.378000,-192.766263,-1.645086
1655,-0.376000,-198.563745,-1.694562
1656,-0.374000,-195.665004,-1.669824
1657,-0.372000,-189.867522,-1.620348
1658,-0.370000,-186.968782,-1.595610
1659,-0.368000,-175.373818,-1.496657
1660,-0.366000,-184.070041,-1.570872
1661,-0.364000,-186.968782,-1.595610
1662,-0.362000,-210.158708,-1.793515
1663,-0.360000,-213.057449,-1.818253
1664,-0.358000,-215.956190,-1.842991
1665,-0.356000,-198.563745,-1.694562
1666,-0.354000,-192.766263,-1.645086
1667,-0.352000,-204.361226,-1.744039
1668,-0.350000,-201.462486,-1.719301
1669,-0.348000,-204.361226,-1.744039
1670,-0.346000,-192.766263,-1.645086
1671,-0.344000,-184.070041,-1.570872
1672,-0.342000,-189.867522,-1.620348
1673,-0.340000,-184.070041,-1.570872
1674,-0.338000,-192.766263,-1.645086
1675,-0.336000,-201.462486,-1.719301
1676,-0.334000,-207.259967,-1.768777
1677,-0.332000,-184.070041,-1.570872
1678,-0.330000,-181.171300,-1.546134
1679,-0.328000,-178.272559,-1.521395
1680,-0.326000,-186.968782,-1.595610
1681,-0.324000,-198.563745,-1.694562
1682,-0.322000,-218.854930,-1.867729
1683,-0.320000,-213.057449,-1.818253
1684,-0.318000,-195.665004,-1.669824
1685,-0.316000,-195.665004,-1.669824
1686,-0.314000,-198.563745,-1.694562
1687,-0.312000,-213.057449,-1.818253
1688,-0.310000,-218.854930,-1.867729
1689,-0.308000,-213.057449,-1.818253
1690,-0.306000,-198.563745,-1.694562
1691,-0.304000,-178.272559,-1.521395
1692,-0.302000,-181.171300,-1.546134
1693,-0.300000,-181.171300,-1.546134
1694,-0.298000,-201.462486,-1.719301
1695,-0.296000,-227.551153,-1.941944
1696,-0.294000,-236.247375,-2.016158
1697,-0.292000,-215.956190,-1.842991
1698,-0.290000,-175.373818,-1.496657
1699,-0.288000,-157.981374,-1.348229
1700,-0.286000,-157.981374,-1.348229
1701,-0.284000,-186.968782,-1.595610
1702,-0.282000,-213.057449,-1.818253
1703,-0.280000,-239.146116,-2.040896
1704,-0.278000,-227.551153,-1.941944
1705,-0.276000,-189.867522,-1.620348
1706,-0.274000,-163.778855,-1.397705
1707,-0.272000,-149.285151,-1.274014
1708,-0.270000,-181.171300,-1.546134
1709,-0.268000,-195.665004,-1.669824
1710,-0.266000,-227.551153,-1.941944
1711,-0.264000,-239.146116,-2.040896
1712,-0.262000,-227.551153,-1.941944
1713,-0.260000,-184.070041,-1.570872
1714,-0.258000,-160.880114,-1.372967
1715,-0.256000,-160.880114,-1.372967
1716,-0.254000,-184.070041,-1.570872
1717,-0.252000,-204.361226,-1.744039
1718,-0.250000,-236.247375,-2.016158
1719,-0.248000,-239.146116,-2.040896
1720,-0.246000,-207.259967,-1.768777
1721,-0.244000,-166.677596,-1.422443
1722,-0.242000,-155.082633,-1.323490
1723,-0.240000,-157.981374,-1.348229
1724,-0.238000,-178.272559,-1.521395
1725,-0.236000,-210.158708,-1.793515
1726,-0.234000,-233.348634,-1.991420
1727,-0.232000,-221.753671,-1.892468
1728,-0.230000,-198.563745,-1.694562
1729,-0.228000,-186.968782,-1.595610
1730,-0.226000,-160.880114,-1.372967
1731,-0.224000,-163.778855,-1.397705
1732,-0.222000,-198.563745,-1.694562
1733,-0.220000,-244.943598,-2.090373
1734,-0.218000,-262.336042,-2.238801
1735,-0.216000,-247.842338,-2.115111
1736,-0.214000,-195.665004,-1.669824
1737,-0.212000,-163.778855,-1.397705
1738,-0.210000,-152.183892,-1.298752
1739,-0.208000,-172.475078,-1.471919
1740,-0.206000,-201.462486,-1.719301
1741,-0.204000,-227.551153,-1.941944
1742,-0.202000,-233.348634,-1.991420
1743,-0.200000,-218.854930,-1.867729
1744,-0.198000,-175.373818,-1.496657
1745,-0.196000,-152.183892,-1.298752
1746,-0.194000,-160.880114,-1.372967
1747,-0.192000,-184.070041,-1.570872
1748,-0.190000,-224.652412,-1.917206
1749,-0.188000,-233.348634,-1.991420
1750,-0.186000,-218.854930,-1.867729
1751,-0.184000,-213.057449,-1.818253
1752,-0.182000,-184.070041,-1.570872
1753,-0.180000,-181.171300,-1.546134
1754,-0.178000,-175.373818,-1.496657
1755,-0.176000,-184.070041,-1.570872
1756,-0.174000,-192.766263,-1.645086
1757,-0.172000,-204.361226,-1.744039
1758,-0.170000,-207.259967,-1.768777
1759,-0.168000,-204.361226,-1.744039
1760,-0.166000,-189.867522,-1.620348
1761,-0.164000,-189.867522,-1.620348
1762,-0.162000,-178.272559,-1.521395
1763,-0.160000,-181.171300,-1.546134
1764,-0.158000,-192.766263,-1.645086
1765,-0.156000,-204.361226,-1.744039
1766,-0.154000,-213.057449,-1.818253
1767,-0.152000,-198.563745,-1.694562
1768,-0.150000,-204.361226,-1.744039
1769,-0.148000,-195.665004,-1.669824
1770,-0.146000,-198.563745,-1.694562
1771,-0.144000,-189.867522,-1.620348
1772,-0.142000,-207.259967,-1.768777
1773,-0.140000,-210.158708,-1.793515
1774,-0.138000,-204.361226,-1.744039
1775,-0.136000,-175.373818,-1.496657
1776,-0.134000,-160.880114,-1.372967
1777,-0.132000,-160.880114,-1.372967
1778,-0.130000,-184.070041,-1.570872
1779,-0.128000,-218.854930,-1.867729
1780,-0.126000,-227.551153,-1.941944
1781,-0.124000,-230.449894,-1.966682
1782,-0.122000,-195.665004,-1.669824
1783,-0.120000,-163.778855,-1.397705
1784,-0.118000,-160.880114,-1.372967
1785,-0.116000,-166.677596,-1.422443
1786,-0.114000,-195.665004,-1.669824
1787,-0.112000,-213.057449,-1.818253
1788,-0.110000,-221.753671,-1.892468
1789,-0.108000,-207.259967,-1.768777
1790,-0.106000,-192.766263,-1.645086
1791,-0.104000,-186.968782,-1.595610
1792,-0.102000,-181.171300,-1.546134
1793,-0.100000,-186.968782,-1.595610
1794,-0.098000,-213.057449,-1.818253
1795,-0.096000,-210.158708,-1.793515
1796,-0.094000,-221.753671,-1.892468
1797,-0.092000,-195.665004,-1.669824
1798,-0.090000,-175.373818,-1.496657
1799,-0.088000,-157.981374,-1.348229
1800,-0.086000,-160.880114,-1.372967
1801,-0.084000,-186.968782,-1.595610
1802,-0.082000,-221.753671,-1.892468
1803,-0.080000,-242.044857,-2.065635
1804,-0.078000,-215.956190,-1.842991
1805,-0.076000,-178.272559,-1.521395
1806,-0.074000,-157.981374,-1.348229
1807,-0.072000,-155.082633,-1.323490
1808,-0.070000,-181.171300,-1.546134
1809,-0.068000,-221.753671,-1.892468
1810,-0.066000,-239.146116,-2.040896
1811,-0.064000,-242.044857,-2.065635
1812,-0.062000,-207.259967,-1.768777
1813,-0.060000,-172.475078,-1.471919
1814,-0.058000,-157.981374,-1.348229
1815,-0.056000,-175.373818,-1.496657
1816,-0.054000,-195.665004,-1.669824
1817,-0.052000,-221.753671,-1.892468
1818,-0.050000,-221.753671,-1.892468
1819,-0.048000,-215.956190,-1.842991
1820,-0.046000,-186.968782,-1.595610
1821,-0.044000,-178.272559,-1.521395
1822,-0.042000,-163.778855,-1.397705
1823,-0.040000,-189.867522,-1.620348
1824,-0.038000,-213.057449,-1.818253
1825,-0.036000,-233.348634,-1.991420
1826,-0.034000,-247.842338,-2.115111
1827,-0.032000,-215.956190,-1.842991
1828,-0.030000,-175.373818,-1.496657
1829,-0.028000,-143.487670,-1.224538
1830,-0.026000,-152.183892,-1.298752
1831,-0.024000,-175.373818,-1.496657
1832,-0.022000,-218.854930,-1.867729
1833,-0.020000,-233.348634,-1.991420
1834,-0.018000,-239.146116,-2.040896
1835,-0.016000,-210.158708,-1.793515
1836,-0.014000,-169.576337,-1.447181
1837,-0.012000,-155.082633,-1.323490
1838,-0.010000,-157.981374,-1.348229
1839,-0.008000,-186.968782,-1.595610
1840,-0.006000,-218.854930,-1.867729
1841,-0.004000,-239.146116,-2.040896
1842,-0.002000,-236.247375,-2.016158
1843,0.000000,-169.576337,-1.447181
1844,0.002000,-33.335519,-0.284489
1845,0.004000,166.677596,1.422443
1846,0.006000,494.235306,4.217853
1847,0.008000,989.919983,8.448074
1848,0.010000,1705.908961,14.558394
1849,0.012000,2610.316090,22.276693
1850,0.014000,3671.255223,31.330852
1851,0.016000,4761.181763,40.632392
1852,0.018000,5778.639784,49.315478
1853,0.020000,6619.274616,56.489538
1854,0.022000,7204.820257,61.486642
1855,0.024000,7442.517003,63.515169
1856,0.026000,7332.364853,62.575120
1857,0.028000,6935.237363,59.185995
1858,0.030000,6294.615646,53.718867
1859,0.032000,5497.461926,46.915879
1860,0.034000,4671.320799,39.865509
1861,0.036000,3906.053227,33.334641
1862,0.038000,3262.532770,27.842774
1863,0.040000,2790.038020,23.810458
1864,0.042000,2529.151348,21.584025
1865,0.044000,2450.885346,20.916096
1866,0.046000,2561.037496,21.856145
1867,0.048000,2732.063204,23.315695
1868,0.050000,2871.202762,24.503126
1869,0.052000,2932.076319,25.022627
1870,0.054000,2923.380096,24.948412
1871,0.056000,2877.000244,24.552602
1872,0.058000,2842.215354,24.255744
1873,0.060000,2871.202762,24.503126
1874,0.062000,3077.013359,26.259534
1875,0.064000,3421.963514,29.203372
1876,0.066000,3903.154487,33.309903
1877,0.068000,4488.700128,38.307007
1878,0.070000,5181.499179,44.219422
1879,0.072000,5911.981861,50.453433
1880,0.074000,6610.578393,56.415324
1881,0.076000,7242.503888,61.808238
1882,0.078000,7778.770936,66.384793
1883,0.080000,8262.860649,70.516062
1884,0.082000,8639.696953,73.732020
1885,0.084000,8944.064737,76.329525
1886,0.086000,9225.242595,78.729124
1887,0.088000,9541.205342,81.425581
1888,0.090000,9871.661793,84.245729
1889,0.092000,10236.903134,87.362734
1890,0.094000,10677.511735,91.122931
1891,0.096000,11167.398930,95.303677
1892,0.098000,11593.513828,98.940183
1893,0.100000,11721.058423,100.028661
1894,0.102000,11407.994417,97.356942
1895,0.104000,10526.777214,89.836548
1896,0.106000,9100.596740,77.665384
1897,0.108000,7210.617739,61.536118
1898,0.110000,5100.334437,43.526754
1899,0.112000,3065.418396,26.160581
1900,0.114000,1349.363842,11.515603
1901,0.116000,-88.411594,-0.754513
1902,0.118000,-1302.983989,-11.119793
1903,0.120000,-2358.125640,-20.124475
1904,0.122000,-3259.634029,-27.818036
1905,0.124000,-4022.002859,-34.324167
1906,0.126000,-4677.118280,-39.914986
1907,0.128000,-5100.334437,-43.526754
1908,0.130000,-5317.739997,-45.382114
1909,0.132000,-5419.195925,-46.247949
1910,0.134000,-5509.056890,-47.014831
1911,0.136000,-5642.398966,-48.152786
1912,0.138000,-5642.398966,-48.152786
1913,0.140000,-5329.334960,-45.481067
1914,0.142000,-4633.637168,-39.543914
1915,0.144000,-3619.077888,-30.885565
1916,0.146000,-2297.252084,-19.604974
1917,0.148000,-769.615682,-6.567976
1918,0.150000,702.944644,5.998998
1919,0.152000,1923.314521,16.413755
1920,0.154000,2865.405280,24.453649
1921,0.156000,3636.470333,31.033994
1922,0.158000,4335.066866,36.995885
1923,0.160000,4888.726358,41.720870
1924,0.162000,5338.031182,45.555281
1925,0.164000,5723.563709,48.845454
1926,0.166000,6045.323938,51.591387
1927,0.168000,6152.577347,52.506698
1928,0.170000,5964.159195,50.898719
1929,0.172000,5659.791411,48.301214
1930,0.174000,5311.942515,45.332638
1931,0.176000,4871.333914,41.572441
