[N01-C-ABS-BW]
[Specimen: 1]
[Channel: 1]

[Calculated Data]

Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s],Voltage Ch1 [mV]
116,6.580000,739.196794,2.711316,9.591031,4.109673,50.127342
117,6.600000,722.724442,2.771380,9.673203,4.107512,49.555683
118,6.620000,776.259585,2.832934,9.755331,4.105291,51.413575
119,6.640000,747.432969,2.895469,9.837415,4.103030,50.413171
120,6.660000,776.259585,2.957969,9.919453,4.100770,51.413575
121,6.680000,815.381421,3.023219,10.001444,4.098400,52.771265
122,6.700000,848.326125,3.091384,10.083387,4.095913,53.914582
123,6.720000,864.798477,3.161530,10.165280,4.093347,54.486241
124,6.740000,885.388917,3.233148,10.247121,4.090721,55.200815
125,6.760000,889.507005,3.305730,10.328908,4.088056,55.343730
126,6.780000,916.274577,3.379526,10.410642,4.085340,56.272675
127,6.800000,924.510753,3.454703,10.492321,4.082568,56.558505
128,6.820000,928.628841,3.530333,10.573945,4.079776,56.701420
129,6.840000,943.042149,3.606666,10.655512,4.076955,57.201621
130,6.860000,957.455457,3.684121,10.737023,4.074086,57.701823
131,6.880000,955.396413,3.762025,10.818475,4.071198,57.630365
132,6.900000,955.396413,3.839790,10.899871,4.068314,57.630365
133,6.920000,963.632589,3.917834,10.981208,4.065415,57.916195
134,6.940000,978.045897,3.996742,11.062487,4.062481,58.416396
135,6.960000,1000.695381,4.077098,11.143707,4.059487,59.202427
136,6.980000,1010.990600,4.158732,11.224866,4.056439,59.559714
137,7.000000,1039.817216,4.241889,11.305963,4.053328,60.560117
138,7.020000,1058.348612,4.326901,11.386998,4.050142,61.203234
139,7.040000,1074.820964,4.413262,11.467969,4.046898,61.774893
140,7.060000,1078.939052,4.500388,11.548874,4.043622,61.917807
141,7.080000,1097.470448,4.588357,11.629713,4.040309,62.560924
142,7.100000,1126.297064,4.678166,11.710485,4.036919,63.561327
143,7.120000,1132.474196,4.769312,11.791189,4.033473,63.775699
144,7.140000,1140.710372,4.860960,11.871824,4.030004,64.061528
145,7.160000,1153.064636,4.953359,11.952389,4.026502,64.490273
146,7.180000,1177.773164,5.047168,12.032884,4.022940,65.347761
147,7.200000,1181.891252,5.142054,12.113306,4.019331,65.490676
148,7.220000,1188.068384,5.237267,12.193657,4.015706,65.705048
149,7.240000,1206.599780,5.333386,12.273934,4.012041,66.348164
150,7.260000,1229.249264,5.431067,12.354138,4.008310,67.134195
151,7.280000,1227.190220,5.529483,12.434266,4.004545,67.062738
152,7.300000,1237.485440,5.628135,12.514319,4.000767,67.420025
153,7.320000,1245.721616,5.727435,12.594297,3.996960,67.705854
154,7.340000,1270.430144,5.827955,12.674197,3.993099,68.563342
155,7.360000,1282.784407,5.929857,12.754020,3.989178,68.992087
156,7.380000,1297.197715,6.032726,12.833764,3.985214,69.492288
157,7.400000,1313.670067,6.136722,12.913428,3.981201,70.063947
158,7.420000,1323.965287,6.241678,12.993011,3.977144,70.421234
159,7.440000,1334.260507,6.347345,13.072513,3.973054,70.778521
160,7.460000,1334.260507,6.453312,13.151933,3.968947,70.778521
161,7.480000,1352.791903,6.559904,13.231271,3.964811,71.421637
162,7.500000,1381.618519,6.668260,13.310525,3.960598,72.422040
163,7.520000,1398.090871,6.778293,13.389694,3.956312,72.993699
164,7.540000,1414.563223,6.889509,13.468777,3.951973,73.565358
165,7.560000,1431.035575,7.001903,13.547773,3.947581,74.137017
166,7.580000,1449.566971,7.115553,13.626680,3.943133,74.780133
167,7.600000,1466.039323,7.230453,13.705497,3.938628,75.351792
168,7.620000,1474.275499,7.346194,13.784224,3.934083,75.637622
169,7.640000,1494.865939,7.462934,13.862860,3.929492,76.352195
170,7.660000,1515.456379,7.581154,13.941403,3.924834,77.066769
171,7.680000,1531.928731,7.700686,14.019853,3.920117,77.638428
172,7.700000,1529.869687,7.820640,14.098208,3.915376,77.566970
173,7.720000,1533.987775,7.940529,14.176468,3.910632,77.709885
174,7.740000,1546.342038,8.060915,14.254633,3.905862,78.138629
175,7.760000,1544.282994,8.181557,14.332702,3.901075,78.067172
176,7.780000,1546.342038,8.302050,14.410676,3.896287,78.138629
177,7.800000,1550.460126,8.422636,14.488554,3.891490,78.281544
178,7.820000,1552.519170,8.543314,14.566335,3.886683,78.353001
179,7.840000,1560.755346,8.664242,14.644021,3.881860,78.638831
180,7.860000,1562.814390,8.785419,14.721610,3.877019,78.710288
181,7.880000,1552.519170,8.906126,14.799102,3.872192,78.353001
182,7.900000,1577.227698,9.027239,14.876497,3.867342,79.210490
183,7.920000,1585.463874,9.149473,14.953795,3.862439,79.496319
184,7.940000,1599.877182,9.272426,15.030994,3.857499,79.996521
185,7.960000,1599.877182,9.395777,15.108095,3.852536,79.996521
186,7.980000,1630.762842,9.520157,15.185095,3.847523,81.068381
187,8.000000,1643.117106,9.646037,15.261995,3.842440,81.497126
188,8.020000,1643.117106,9.772225,15.338793,3.837338,81.497126
189,8.040000,1649.294238,9.898481,15.415488,3.832225,81.711498
190,8.060000,1659.589458,10.025200,15.492081,3.827086,82.068784
191,8.080000,1667.825634,10.152457,15.568571,3.821917,82.354614
192,8.100000,1682.238942,10.280406,15.644958,3.816712,82.854816
193,8.120000,1680.179898,10.408652,15.721240,3.811486,82.783358
194,8.140000,1684.297986,10.536800,15.797417,3.806258,82.926273
195,8.160000,1690.475118,10.665164,15.873490,3.801012,83.140645
196,8.180000,1706.947470,10.794211,15.949457,3.795731,83.712304
197,8.200000,1698.711294,10.923390,16.025319,3.790436,83.426474
198,8.220000,1702.829382,11.052233,16.101075,3.785147,83.569389
199,8.240000,1719.301734,11.181675,16.176724,3.779825,84.141048
200,8.260000,1719.301734,11.311556,16.252267,3.774477,84.141048
201,8.280000,1731.655998,11.441719,16.327703,3.769109,84.569792
202,8.300000,1723.419822,11.571852,16.403032,3.763734,84.283963
203,8.320000,1746.069306,11.702340,16.478252,3.758336,85.069994
204,8.340000,1760.482614,11.834032,16.553365,3.752879,85.570195
205,8.360000,1770.777834,11.966458,16.628367,3.747381,85.927482
206,8.380000,1772.836878,12.099153,16.703260,3.741863,85.998940
207,8.400000,1781.073054,12.232037,16.778042,3.736329,86.284769
208,8.420000,1774.895922,12.364801,16.852713,3.730792,86.070397
209,8.440000,1791.368274,12.497752,16.927273,3.725238,86.642056
210,8.460000,1781.073054,12.630735,17.001722,3.719674,86.284769
211,8.480000,1779.014010,12.763060,17.076060,3.714130,86.213312
212,8.500000,1772.836878,12.894882,17.150288,3.708599,85.998940
213,8.520000,1770.777834,13.026203,17.224404,3.703081,85.927482
214,8.540000,1785.191142,13.157784,17.298411,3.697544,86.427684
215,8.560000,1785.191142,13.289701,17.372306,3.691983,86.427684
216,8.580000,1781.073054,13.421268,17.446090,3.686429,86.284769
217,8.600000,1787.250186,13.552713,17.519763,3.680872,86.499141
218,8.620000,1797.545406,13.684564,17.593325,3.675288,86.856428
219,8.640000,1801.663494,13.816744,17.666774,3.669681,86.999343
220,8.660000,1805.781581,13.949025,17.740112,3.664060,87.142257
221,8.680000,1814.017757,14.081554,17.813336,3.658420,87.428087
222,8.700000,1811.958713,14.214105,17.886448,3.652769,87.356630
223,8.720000,1826.372021,14.346901,17.959447,3.647099,87.856831
224,8.740000,1822.253933,14.479867,18.032332,3.641412,87.713916
225,8.760000,1824.312977,14.612549,18.105104,3.635729,87.785374
226,8.780000,1824.312977,14.745100,18.177761,3.630042,87.785374
227,8.800000,1836.667241,14.877890,18.250305,3.624335,88.214118
228,8.820000,1828.431065,15.010621,18.322735,3.618622,87.928288
229,8.840000,1828.431065,15.142845,18.395050,3.612922,87.928288
230,8.860000,1838.726285,15.275231,18.467251,3.607205,88.285575
231,8.880000,1836.667241,15.407705,18.539338,3.601475,88.214118
232,8.900000,1832.549153,15.539746,18.611310,3.595755,88.071203
233,8.920000,1842.844373,15.671799,18.683168,3.590025,88.428490
234,8.940000,1834.608197,15.803715,18.754911,3.584292,88.142661
235,8.960000,1842.844373,15.935420,18.826540,3.578558,88.428490
236,8.980000,1836.667241,16.066988,18.898054,3.572822,88.214118
237,9.000000,1844.903417,16.198418,18.969453,3.567082,88.499947
238,9.020000,1838.726285,16.329711,19.040737,3.561338,88.285575
239,9.040000,1826.372021,16.460133,19.111907,3.555625,87.856831
240,9.060000,1828.431065,16.589980,19.182962,3.549928,87.928288
241,9.080000,1828.431065,16.719691,19.253904,3.544228,87.928288
242,9.100000,1818.135845,16.848831,19.324731,3.538544,87.571002
243,9.120000,1801.663494,16.976817,19.395446,3.532904,86.999343
244,9.140000,1785.191142,17.103438,19.466048,3.527317,86.427684
245,9.160000,1713.124602,17.226741,19.536540,3.521872,83.926676
246,9.180000,1750.187394,17.348620,19.606924,3.516484,85.212909
247,9.200000,1824.312977,17.474215,19.677198,3.510917,87.785374
248,9.220000,1844.903417,17.602933,19.747359,3.505197,88.499947
249,9.240000,1826.372021,17.731514,19.817405,3.499474,87.856831
250,9.260000,1834.608197,17.859524,19.887338,3.493767,88.142661
251,9.280000,1838.726285,17.987757,19.957156,3.488040,88.285575
252,9.300000,1834.608197,18.115779,20.026859,3.482313,88.142661
253,9.320000,1836.667241,18.243519,20.096448,3.476590,88.214118
254,9.340000,1828.431065,18.370835,20.165923,3.470877,87.928288
255,9.360000,1818.135845,18.497300,20.235284,3.465193,87.571002
256,9.380000,1836.667241,18.623841,20.304531,3.459496,88.214118
