[N01-D-2024-NU]
[Specimen: 1]
[Channel: 1]

[Calculated Data]

Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s],Voltage Ch1 [mV]
152,0.302000,7047.653457,5.376606,1.136816,3.698854,64.108204
153,0.304000,7139.930425,5.429076,1.144212,3.697763,64.926009
154,0.306000,7229.323738,5.482203,1.151607,3.696658,65.718257
155,0.308000,7286.996844,5.535856,1.158999,3.695542,66.229385
156,0.310000,7370.622846,5.590016,1.166389,3.694414,66.970520
157,0.312000,7480.201746,5.644872,1.173777,3.693271,67.941663
158,0.314000,7581.129680,5.700489,1.181162,3.692112,68.836136
159,0.316000,7630.151820,5.756642,1.188545,3.690942,69.270595
160,0.318000,7627.268164,5.812947,1.195926,3.689767,69.245039
161,0.320000,7604.198922,5.869139,1.203304,3.688595,69.040587
162,0.322000,7532.107541,5.924962,1.210680,3.687430,68.401678
163,0.324000,7431.179607,5.980129,1.218054,3.686278,67.507204
164,0.326000,7341.786294,6.034578,1.225425,3.685142,66.714956
165,0.328000,7246.625670,6.088331,1.232794,3.684020,65.871595
166,0.330000,7134.163115,6.141302,1.240161,3.682914,64.874896
167,0.332000,7044.769802,6.193514,1.247526,3.681824,64.082648
168,0.334000,6995.747662,6.245201,1.254889,3.680745,63.648189
169,0.336000,6961.143799,6.296565,1.262249,3.679672,63.341513
170,0.338000,6955.376489,6.347766,1.269607,3.678603,63.290400
171,0.340000,6998.631318,6.399090,1.276964,3.677530,63.673746
172,0.342000,7039.002491,6.450706,1.284318,3.676451,64.031535
173,0.344000,7062.071733,6.502540,1.291669,3.675367,64.235986
174,0.346000,7088.024631,6.554539,1.299019,3.674280,64.465994
175,0.348000,7082.257320,6.606597,1.306366,3.673190,64.414881
176,0.350000,7062.071733,6.658544,1.313712,3.672103,64.235986
177,0.352000,7021.700560,6.710254,1.321055,3.671020,63.878197
178,0.354000,6981.329386,6.761652,1.328396,3.669944,63.520407
179,0.356000,6966.911110,6.812834,1.335735,3.668872,63.392625
180,0.358000,7018.816904,6.864138,1.343071,3.667797,63.852640
181,0.360000,7108.210218,6.915945,1.350406,3.666711,64.644888
182,0.362000,7229.323738,6.968509,1.357738,3.665609,65.718257
183,0.364000,7359.088225,7.021976,1.365068,3.664487,66.868294
184,0.366000,7477.318091,7.076335,1.372396,3.663345,67.916106
185,0.368000,7589.780646,7.131522,1.379722,3.662186,68.912806
186,0.370000,7708.010512,7.187537,1.387045,3.661008,69.960618
187,0.372000,7808.938446,7.244335,1.394366,3.659813,70.855091
188,0.374000,7892.564448,7.301790,1.401684,3.658604,71.596226
189,0.376000,7976.190451,7.359838,1.409000,3.657382,72.337362
190,0.378000,8007.910659,7.418288,1.416314,3.656151,72.618482
191,0.380000,7979.074106,7.476729,1.423625,3.654919,72.362918
192,0.382000,7958.888519,7.534971,1.430933,3.653691,72.184023
193,0.384000,7932.935622,7.593025,1.438239,3.652467,71.954016
194,0.386000,7938.702933,7.650986,1.445543,3.651245,72.005129
195,0.388000,7935.819277,7.708938,1.452844,3.650022,71.979572
196,0.390000,7915.633690,7.766787,1.460143,3.648801,71.800678
197,0.392000,7829.124033,7.824227,1.467440,3.647589,71.033986
198,0.394000,7696.475891,7.880849,1.474734,3.646393,69.858392
199,0.396000,7560.944093,7.936474,1.482025,3.645219,68.657242
200,0.398000,7428.295951,7.991105,1.489314,3.644065,67.481648
201,0.400000,7284.113188,8.044709,1.496601,3.642934,66.203828
202,0.402000,7154.348702,8.097300,1.503886,3.641823,65.053791
203,0.404000,7027.467870,8.148940,1.511169,3.640733,63.929309
204,0.406000,6891.936073,8.199609,1.518449,3.639663,62.728159
205,0.408000,6779.473518,8.249362,1.525727,3.638613,61.731460
206,0.410000,6687.196549,8.298355,1.533004,3.637579,60.913655
207,0.412000,6655.476342,8.346883,1.540278,3.636554,60.632535
208,0.414000,6646.825376,8.395251,1.547550,3.635533,60.555866
209,0.416000,6641.058065,8.443552,1.554820,3.634512,60.504753
210,0.418000,6617.988823,8.491736,1.562088,3.633494,60.300302
211,0.420000,6583.384960,8.539696,1.569354,3.632481,59.993625
212,0.422000,6519.944544,8.587287,1.576618,3.631475,59.431385
213,0.424000,6493.991647,8.634541,1.583880,3.630476,59.201377
214,0.426000,6485.340681,8.681655,1.591140,3.629480,59.124708
215,0.428000,6473.806060,8.728684,1.598398,3.628486,59.022483
216,0.430000,6470.922405,8.775647,1.605654,3.627492,58.996926
217,0.432000,6488.224337,8.822650,1.612908,3.626498,59.150265
218,0.434000,6551.664752,8.869932,1.620160,3.625497,59.712505
219,0.436000,6643.941721,8.917766,1.627410,3.624484,60.530310
220,0.438000,6767.938897,8.966371,1.634658,3.623454,61.629234
221,0.440000,6920.772626,9.015964,1.641903,3.622402,62.983723
222,0.442000,7050.537112,9.066566,1.649147,3.621328,64.133761
223,0.444000,7177.417944,9.118082,1.656389,3.620234,65.258242
224,0.446000,7263.927602,9.170355,1.663628,3.619124,66.024933
225,0.448000,7364.855536,9.223290,1.670865,3.617998,66.919407
226,0.450000,7460.016159,9.276918,1.678100,3.616858,67.762768
227,0.452000,7520.572920,9.331092,1.685333,3.615705,68.299452
228,0.454000,7549.409472,9.385572,1.692563,3.614545,68.555016
229,0.456000,7566.711404,9.440201,1.699791,3.613382,68.708354
230,0.458000,7584.013336,9.494937,1.707016,3.612216,68.861693
231,0.460000,7615.733543,9.549833,1.714240,3.611046,69.142813
232,0.462000,7635.919130,9.604899,1.721461,3.609872,69.321708
233,0.464000,7647.453751,9.660061,1.728679,3.608696,69.423933
234,0.466000,7647.453751,9.715246,1.735895,3.607518,69.423933
235,0.468000,7612.849888,9.770289,1.743109,3.606344,69.117257
236,0.470000,7575.362370,9.825054,1.750321,3.605175,68.785024
237,0.472000,7517.689265,9.879459,1.757530,3.604013,68.273896
238,0.474000,7465.783470,9.933451,1.764737,3.602860,67.813881
239,0.476000,7390.808433,9.986969,1.771941,3.601717,67.149415
240,0.478000,7315.833396,10.039929,1.779144,3.600586,66.484948
241,0.480000,7246.625670,10.092355,1.786344,3.599466,65.871595
242,0.482000,7194.719875,10.144328,1.793542,3.598355,65.411580
243,0.484000,7183.185254,10.196057,1.800737,3.597249,65.309355
244,0.486000,7183.185254,10.247728,1.807931,3.596145,65.309355
245,0.488000,7226.440083,10.299539,1.815122,3.595037,65.692700
246,0.490000,7243.742015,10.351552,1.822311,3.593924,65.846039
247,0.492000,7261.043946,10.403673,1.829497,3.592808,65.999377
248,0.494000,7304.298775,10.455995,1.836682,3.591688,66.382723
249,0.496000,7359.088225,10.508653,1.843864,3.590560,66.868294
250,0.498000,7425.412296,10.561730,1.851044,3.589423,67.456091
251,0.500000,7494.620022,10.615275,1.858222,3.588275,68.069445
252,0.502000,7581.129680,10.669362,1.865397,3.587115,68.836136
253,0.504000,7661.872028,10.724032,1.872570,3.585941,69.551715
254,0.506000,7751.265341,10.779293,1.879741,3.584755,70.343963
255,0.508000,7855.076930,10.835229,1.886909,3.583553,71.263993
256,0.510000,8005.027004,10.892054,1.894075,3.582331,72.592926
257,0.512000,8172.279009,10.949997,1.901239,3.581085,74.075196
